ca_address_sk|ca_street_number|ca_street_name|ca_city|ca_state|ca_zip
674|434|Main |Highland Park|NJ|07134
675|807|Pine 5th|Mountain View|TX|74466
676||Broadway View|Frogtown|AR|78784
677|410|Jefferson |Ashland|MI|44244
678|694|Oak |Bethel|CO|85281
679|379|Spring Eigth|Cedar Grove|GA|30411
680|199|6th Fifteenth|Woodland|OK|74854
681|283|Wilson |Union Hill|NY|17746
682|402|11th |Lenox|MS|51143
683|775|1st |Hardy|IN|45354
684|486|Cedar |Bethel|TX|75281
685|866|Mill Third|Lone Oak|WI|56893
686|183|||CA|
687|911|Lee |Union|FL|38721
688|748|4th |Highland Park|OH|46534
689|184|Forest |Jackson|WI|59583
690|623|Maple Meadow|Belmont|ID|80191
691|643|River |Arlington|AR|76557
692|904|Hillcrest |Buckingham|VA|24092
693|343|12th 4th|Fairfield|DC|26192
694|554|South |Red Hill|IL|64338
695|359|Mill |Plainview|KS|63683
696|224||Jackson|KS|69583
697|102|West |Lakewood|TX|78877
698|433|Railroad Second|Brownsville|NY|19310
699|124|3rd Lee|Lakewood|MO|68877
700|190|Jackson |Harmony|NE|65804
701|367|4th 14th|Marion|TX|70399
702|308|Elm Church|Jamestown|TX|76867
703||Fourth ||MO|61289
704|916|River |Brookwood|PA|10965
705|72|Woodland |Bridgeport|KY|45817
706|387|Wilson Main|Ashland|ID|84244
707|293|Willow Maple|Garrison|FL|38767
708|646|3rd North|Walnut Grove|IL|67752
709|911|4th |Bridgeport|GA|35817
710|119|Lakeview |Crossroads|TN|30534
711|667|Valley 2nd|Farmington|ND|59145
712|56|7th North|Shiloh|VA|29275
713|466|East Smith|Newport|MN|51521
714|383|1st 8th|Glenwood|KS|63511
715|798|Church |Spring Valley|MN|56060
716|408|14th |Kingston|CO|84975
717|420|Park |Oakwood|GA|30169
718|718|Maple |Enterprise|NM|81757
719|458|7th |Florence|MI|43394
720|753|Ridge Park|Crossroads|WA|90534
721|579|Elm |Forest Hills|ID|89237
722|669|River Second|Deerfield|TX|79840
723|591|Cedar |Allison|CA|94167
724|732|Pine 5th|Sunnyside|TX|71952
725|343|Jefferson |Jackson|AL|39583
726|332|Main Hill|Springfield|FL|39303
727|806|Sixth River|Pleasant Hill|OH|43604
728|808|11th |Golden|GA|30411
729|621||Leesville|TX|
730|93|5th Sunset|Valley View|MS|55124
731|468|2nd |Willow|WI|56798
732|673|1st |Cedar Grove|LA|70411
733|672|Lee |Peoria|TN|39818
734|877|Park |Clinton|NE|68222
735|981|Central |Mount Zion|WI|58054
736|574|Ridge South|Harmony|NV|85804
737|884|10th Oak|Belmont|NC|20191
738|334|Sycamore |Glendale|KS|63951
739|287|Pine Mill|Woodlawn|WI|54098
740|790|Second Washington|Concord|OH|44107
741|545|5th Church|Salem|TN|38048
742|856|Chestnut Jefferson|Wilson|IN|46971
743|514|Maple Ninth|Franklin|NC|29101
744||||KY|
745|534|Spring 8th|Marion|OK|70399
746|428|6th |Valley View|NE|65124
747|362|Franklin |Thompsonville|OR|99651
748|316|Locust Cedar|Brownsville|IN|49310
749|160|Birch Ridge|Shiloh|WA|99275
750|175|Fifth |Oakland|ID|89843
751|775|Walnut 3rd|Mount Olive|WV|28059
752|933|12th |Spring Hill|TX|76787
753|293|Green |Valley View|WI|55124
754|561|East 4th|Red Hill|KS|64338
755|457|6th |Mount Zion|CO|88054
756|917|View Willow|Waterloo|MO|61675
757|704|Hillcrest |Marion|FL|30399
758|204|Maple |Newtown|MO|61749
759|290|5th |Oakdale|NC|29584
760|176|Seventh Cedar|Wilson|MN|56971
761|51|Hill Oak|Hillcrest|WI|53003
762|601|South Third|Oak Hill|GA|37838
763|724|Laurel Chestnut|Greenfield|WI|55038
764|517|Hill |Greenfield|CO|85038
765|176|Jackson |Salem|GA|38048
766|649|6th 2nd|Oak Grove|MN|58370
767|130|Oak River|Wildwood|CA|96871
768|479|Johnson Fourth|Woodville|MO|64289
769|388|Mill |Macedonia|OH|41087
770|220|Chestnut 4th|Oak Ridge|MN|58371
771|555|Church |Valley View|TN|35124
772|664|Dogwood |Florence|GA|33394
773|606|Adams |Mount Zion|OH|48054
774|915|Hill |Shiloh|KY|49275
775|415|Poplar |Marion|NC|20399
776|315|Walnut 9th|Oakwood|NE|60169
777|64|Chestnut |Sulphur Springs|NE|68354
778|87|Lakeview Locust|La Grange|TN|37941
779|580|Oak |Green Acres|MI|47683
780|683|View Maple|Oakdale|IN|49584
781|475|View |Bloomingdale|AR|71824
782|701|Lee Davis|Red Hill|WV|24338
783|515|Forest |Macedonia|AR|71087
784|698|Jefferson |Stringtown|AK|90162
785|490|Main |Oakdale|GA|39584
786|852|Park Franklin|Union|NM|88721
787|739|Forest |Wildwood|TX|76871
788|925|Sixth 7th|Arlington|KY|46557
789|339|Eigth |Howell|TX|74854
790|499|13th 3rd|Bridgeport|GA|35817
791|418|Spring Chestnut|Peoria|NE|69818
792|849|View |Concord|MO|64107
793|260|1st |Highland|IN|49454
794|984|12th Ridge|Spring Hill|WA|96787
795|889||||32808
796|781|7th Washington|Poplar Grove|KY|43664
797|620|Lakeview Spruce|Midway|WA|91904
798|722|12th View|Fairfield|VA|26192
799|638|Church |Woodlawn|WY|84098
800|296|1st Railroad|Valley View|NC|25124
801|613|Main |Antioch|VA|28605
802||Ash |Spring Valley||
803|187|West 10th|Hillcrest|NY|13003
804|47|South Lakeview|White Oak|PA|16668
805|149|East 4th|Bunker Hill|KY|40150
806|143|Johnson |Glenwood|VA|23511
807|823|Miller Seventh|Brownsville|ID|89310
808|865|13th |Woodbury|AL|34489
809|216|Elm |Highland Park|NC|26534
810|113|Main |Riverview|GA|39003
811|777|Walnut |Crossroads|GA|30534
812|880|4th Oak|Mount Olive|KS|68059
813|650|Franklin Sixth|Woodlawn|SD|54098
814|400|Dogwood 4th|Bridgeport|IA|55817
815|473|Johnson |Concord|VA|24107
816|513|Ash Center|Riverdale|KY|49391
817|503|Ridge |Midway|NY|11904
818|175|Railroad Madison|Woodland|IA|54854
819|356|Woodland |Sunnyside|MN|51952
820|888|5th Ridge|Sulphur Springs|NY|18354
821|393|5th |Mount Olive|CA|98059
822||Willow 7th|Spring Hill||
823|514|Highland Madison|Lewisburg|NM|87538
824|66|Fifteenth |Walnut Grove|KS|67752
825|283|Main |Oak Hill|TX|77838
826|119|First Fourth|Bridgeport|AL|35817
827|30|Forest 14th|Shady Grove|TX|72812
828|175|Cedar 9th|New Hope|IA|59431
829|8|Spruce 5th|Riverdale|WA|99391
830|557|5th |Providence|AR|76614
831|240|Green |Maple Hill|IL|68095
832|556|Center Main|White Oak|IL|66668
833|349|Mill View|Union Hill|MN|57746
834|715|15th |Antioch|TX|78605
835|869|12th |Waterloo|VA|21675
836|125|Highland |Glendale|SD|53951
837|473|Hillcrest Miller|Lewisburg|IN|47538
838|583|Fourth |Mount Zion|WI|58054
839|38|6th 8th|Fairview|ID|85709
840|436|Cedar |Macedonia|IN|41087
841|762|Broadway |Clifton|MT|68014
842|363|Ridge |Walnut Grove|MI|47752
843|23|Park Main|Woodville|IA|54289
844|631|Central North|Fairfield|OH|46192
845|241|12th Lakeview|Oak Ridge|IA|58371
846|330|Sycamore Smith|Macedonia|ID|81087
847|235|Poplar Hickory|Belmont|KS|60191
848|548|Birch |Newtown|NC|21749
849|103|1st Cedar|Plainview|AK|93683
850|776|Hillcrest |Deerfield|MN|59840
851|669|Hillcrest 14th|Five Points|NV|86098
852|270|Lake |Oakdale|TN|39584
853|38|Maple |Clinton|VA|28222
854|203|Railroad |Pleasant Valley|MI|42477
855|114|Walnut Maple|Newport|MN|51521
856|176|Center Ash|Clifton|AR|78014
857|964|7th Green|Georgetown|IN|47057
858|658|College |Oakwood|WI|50169
859|48|Fifth |Unionville|AR|71711
860|998|Miller Mill|Forest Hills|TX|79237
861|686|Jackson |Crossroads|VA|20534
862|269|Second Pine|Unionville|VA|21711
863|315|Hill |Bunker Hill|SC|20150
864|865|Railroad Fifth|Crossroads|PA|10534
865|216|Jefferson 4th|Centerville|CO|80059
866|992|3rd Meadow|Riverview|IA|59003
867|416|10th |Calhoun|GA|36909
868|50|Oak Jackson|Green Acres|OH|47683
869|821|7th Main|Woodruff|MO|64174
870|271|Jefferson |Greenville|KY|41387
871|690|River 4th|Plainview|MO|63683
872|943|8th |Union|GA|38721
873|565|Johnson Smith|Mount Vernon|PA|19127
874|601|Green |Mountain View|NC|24466
875|159|Seventh Hickory|Sunnyside|VA|21952
876|333|Chestnut |Brownsville|NJ|09910
877|444|Lake |Marion|GA|30399
878|294|Highland Main|Highland|RI|09454
879|626|Seventh 5th|Oakland|NC|29843
880|302|Fourth |Newport|NV|81521
881|486|Main |Valley View|WI|55124
882|411|Pine 2nd|Pinecrest|LA|79981
883|480|Hickory Highland|Woodland|NC|24854
884|695|7th 4th|Spring Hill|KS|66787
885|309|10th Fifth|Hopewell|IL|60587
886|874|Maple |Valley View|MS|55124
887|131|Hill |Maple Grove|MN|58252
888|63|4th North|Antioch|MI|48605
889|714|3rd |Edgewood|AL|30069
890|751|Mill Church|Arlington|TX|76557
891|233|Davis |Clearview|NJ|06095
892|702|2nd 1st|Highland Park|NM|86534
893|302|5th 13th|Sunnyside|TX|71952
894|234|Woodland Main|Brownsville|AZ|89310
895|460|Ridge 1st|Georgetown|IL|67057
896|519|10th |Harmony|OK|75804
897|665|9th |Whispering Pines|KY|47609
898|56|Lakeview |Brunswick|CA|94642
899|755|Jefferson Mill|Deerfield|TX|79840
900|605|Lakeview Second|Bunker Hill|MN|50150
901|268|Lincoln |Arlington|KS|66557
902|638|Pine |Salem|NE|68048
903|276|Wilson |Somerville|VA|27783
904|793|Willow |Glenwood|GA|33511
905|873|Maple Lake|Clinton|IL|68222
906|584|Park Sycamore|Parkwood|AL|31669
907|||Pleasant Hill||83604
908|176|8th |Jackson|AR|79583
909|311|Jefferson Park|Maple Grove|GA|38252
910|59|Washington Walnut|Brookwood|MO|60965
911|727|Oak Davis|Mount Vernon|VA|29127
912|153|Meadow |Crossroads|ND|50534
913|51|Seventh |Lakeside|MO|69532
914|205|8th Chestnut|Highland|CA|99454
915|260|Maple |White Oak|PA|16668
916|896|Meadow |Georgetown|OR|97057
917|869|Johnson 3rd|Belmont|SC|20191
918|549|10th Third|Oak Ridge|AR|78371
919|913|1st Fifth|Riverdale|OR|99391
920|334|Pine Smith|Lakewood|CO|88877
921|674|Maple Valley|Enterprise|AL|31757
922|300|Walnut Elevnth|Friendship|CO|84536
923|115|Park |Woodland|HI|94854
924|996|Elm Park|Clifton|NC|28014
925|669|||FL|34975
926|573|7th Hill|Chestnut Ridge|AL|37334
927|268|3rd |Providence|AK|
928|221|Central Cedar|Marion|NE|60399
929|566|Forest |Harmony|IN|45804
930|915|Elm 2nd|Riverdale|ND|59391
931|320|Jefferson |Pleasant Valley|MT|62477
932|537|Park 4th|Newport|VA|21521
933|921|Spring |Mount Pleasant|KS|62739
934|374|Park Washington|Oak Grove|SD|58370
935|467|Meadow |Georgetown|IN|47057
936|218|Ninth |Ruth|KS|60309
937|28|Jefferson |Clifton|OR|98014
938|816|Park Locust|Hamilton|NC|22808
939|107|Cherry Maple|Enterprise|OK|71757
940|28|Lincoln Center|Greenwood|VA|28828
941|780|South South|Crossroads|NC|20534
942|606|Railroad Seventh|Highland|AR|79454
943|118|Wilson Oak|Red Hill|KS|64338
944|294|Jackson |New Town|NC|29634
945|647|Second |Riverdale|KY|49391
946|294||Belmont|KS|60191
947|28||Enterprise|CA|91757
948|669||Forest Hills|VA|29237
949|100|Dogwood Green|Rocky Point|ND|51209
950|648|Madison Elm|Waterloo|MN|51675
951|592|Eigth |Oakwood|MI|40169
952|342|Hickory |Marion|VT|00999
953|639|Birch Highland|Spring Valley|NE|66060
954|820|3rd Walnut|Hopewell|MO|60587
955|332|Walnut |Frenchtown|TN|32629
956|253|3rd Maple|Pleasant Grove|NH|04736
957|678|Valley 9th|Jackson|KS|69583
958|530|Sycamore Laurel|Friendship|LA|74536
959|400|4th |Oak Grove|NC|28370
960|780|4th |Spring Hill|GA|36787
961|866|Park |Oak Grove|OK|78370
962|584|8th Main|Pine Grove|TX|74593
963|167|Woodland |Deerfield|MO|69840
964|242|Jefferson 4th|Crossroads|OH|40534
965|148|1st Birch|Providence|IN|46614
966|446|Ash |Jamestown|ND|56867
967|663|Second Lee|Union|IL|68721
968|705|Smith |Hillcrest|PA|13003
969|218|Locust |Ludlow|NE|65566
970|264|Main |Cedar Grove|GA|30411
971|840|Meadow Main|Plainview|GA|33683
972||Maple |||
973|659|Wilson |Edgewood|LA|70069
974|713|Cedar 3rd|Pleasant Grove|GA|34136
975|669|Miller |Plainview|KY|43683
976|779|Oak |Argyle|IL|68722
977|170|River |Oak Hill|PA|17838
978|730|Chestnut |New Hope|KS|69431
979|250|Maple 4th|Ashland|SC|24244
980|958|Davis Forest|Newport|MS|51521
981|47|Walnut |Rankin|IN|42621
982|27|6th 10th|Glendale|MN|53951
983|519|Center College|Newport|NY|11521
984|928|Willow |Union|MO|68721
985|272|First |Midway|TX|71904
986|39|Maple Cedar|Tanglewood|VA|28994
987|73|15th Jackson|New Hope|VA|29431
988|973|West Johnson|Farmington|IL|69145
989|225|Hickory |Unionville|TN|31711
990|644|Poplar Pine|Friendship|AR|74536
991|612|3rd |Summit|PA|10499
992||Laurel |||
993|726|River Valley|Deerfield|MO|69840
994|662|Hill Wilson|Jones|FL|32686
995|704|Hillcrest |Clinton|CO|88222
996|732|Third |Oakwood|TX|70169
997|||Shady Grove||72812
998|408|6th |Arlington|GA|36557
999|934|4th Hickory|Fayetteville|IN|41732
1000|287|Cedar Maple|Marion|OK|70399
1001|244|5th 3rd|Mount Vernon|AL|39127
1002|692|4th Elm|Greenville|MT|61387
1003|210|Lee Oak|Belmont|SD|50191
1004|235|Ash 13th|Wildwood|MD|26871
1005|862|Jackson |Pleasant Valley|SC|22477
1006|882|Wilson |Mount Vernon|MI|49127
1007|298|Smith |Lakewood|KY|48877
1008|364|12th |Greenfield|UT|85038
1009|585|4th |Oakdale|TN|39584
1010|453|Main Railroad|Enterprise|MO|61757
1011|||||98828
1012|19|North |Arlington|CA|96557
1013|184|Cedar |Mount Pleasant|IL|62739
1014|91|Park |Oak Ridge|KY|48371
1015|752|Poplar 6th|Brownsville|NE|69310
1016|623|Sunset |Buena Vista|ND|55752
1017|223|Park Dogwood|Oak Grove|KY|48370
1018|954|Mill |Riverview|TX|79003
1019|110|Lee Jefferson|Bunker Hill|IL|60150
1020|520|Center |Newtown|MO|61749
1021|751|Ridge |||31387
1022|333|Walnut |Macedonia|NM|81087
1023|882|4th |Lakewood|KS|68877
1024|750|Williams Oak|Mount Vernon|TX|79127
1025|442|First |Crossroads|CA|90534
1026|472|2nd Hickory|Clinton|IL|68222
1027|212|Maple |Concord|FL|34107
1028|260|Davis |Gum Springs|TX|72106
1029|88|10th |Summit|VA|20499
1030|571|3rd Wilson|Highland Park|VA|26534
1031|881|Oak Ridge|Riverview|IN|49003
1032|518|River |Plainview|MS|53683
1033|391|Seventh |Oakland|IN|49843
1034|431|Ridge Spring|Waterloo|NE|61675
1035|419|Valley Maple|White Oak|CO|86668
1036|34|Lake Hickory|Springdale|MS|58883
1037|148|South |Wilson|TX|76971
1038|694|Mill First|Concord|CO|84107
1039|358|Hillcrest 10th|Sunnyside|IL|61952
1040|354|River 5th|Lakewood|IL|68877
1041|526|Hillcrest |Oakwood|IA|50169
1042|774|Park |Unionville|TX|71711
1043|434|Cherry Sunset|Lincoln|IN|41289
1044|498|4th |Five Points|VA|26098
1045|678|3rd |Midway|WI|51904
1046|493|Washington Second|Saratoga|IL|62123
1047|2||Marion||20399
1048|57|Cedar |Greenwood|IA|58828
1049|254|Smith |Garrison|VA|28767
1050|111|Hillcrest Lincoln|Centerville|OH|40059
1051|369|Cedar |Liberty|WV|23451
1052|658|Madison |Waterloo|WI|51675
1053|903|Third Maple|Tracy|TN|36340
1054|229|Valley |Deerfield|AL|39840
1055|451|Elm Forest|Jamestown|MO|66867
1056|536|Sixth |Royal|NY|15819
1057|841|Madison |Stringtown|TX|70162
1058|475|Johnson |Harmony|IN|45804
1059|194|Railroad West|Summit|NY|10499
1060|615|Madison 4th|Liberty|OH|43451
1061|383|12th Main|White Oak|PA|16668
1062|667|3rd Miller|Buena Vista|NM|85752
1063|726|Sunset |Pleasant Grove|LA|74136
1064|140|Willow |Lakeview|MO|68579
1065|424|Washington Johnson|Walnut Grove|ID|87752
1066|311|Meadow |Five Points|MO|66098
1067|326|Franklin |Spring Valley|MN|56060
1068|198|Ridge |Lakewood|CA|98877
1069|956|Oak |Franklin|TN|39101
1070|848|Poplar Park|Mount Zion|MO|68054
1071|30|Chestnut 7th|Bethesda|CO|85980
1072|684|Willow Meadow|Valley View|AK|95124
1073|589|1st |Pleasant Grove|NH|04736
1074|464|13th |Maple Grove|MS|58252
1075|241|3rd Woodland|Centerville|KY|40059
1076|575|East |Newtown|NM|81749
1077|720|West |Red Hill|ND|54338
1078|281|Sycamore |Riverside|IN|49231
1079|656|Birch View|Woodville|NY|14289
1080|18|Walnut |Pleasant Hill|KY|43604
1081|921|Lake Fifth|Adrian|CA|93301
1082|713|Sixth Elm|Macedonia|MS|51087
1083|565|Sixth |Lakeview|KY|48579
1084|328|Seventh |Lakewood|KS|68877
1085|941|Lake Chestnut|Springdale|CO|88883
1086|363|Main |Berea|TN|33804
1087|384|Franklin |Providence|MI|46614
1088|731|Valley Dogwood|Jamestown|OH|46867
1089|924|Oak West|Jackson|MO|69583
1090|58|3rd |Pleasant Grove|NE|64136
1091|859|5th Park|Mount Pleasant|LA|72739
1092|852|Jefferson Washington|Pine Grove|MI|44593
1093|998|View Cherry|Stringtown|FL|30162
1094|||||69584
1095|232|Second |Louisville|TX|74464
1096|826|Ridge |Forest Hills|GA|39237
1097|191|Cherry |Shady Grove|IN|42812
1098|184|15th |Mount Vernon|OK|79127
1099|37|Sunset |Altamont|MO|69387
1100|318|First |Kingston|AR|74975
1101|230|3rd Spring|Superior|NC|22562
1102|588|Maple |Texas|AK|93342
1103|628|South Seventh|Lincoln|MI|41289
1104|609|2nd |Glencoe|IL|63396
1105|6|2nd Poplar|Warwick|CA|91398
1106|246|Spring |Highland Park|WA|96534
1107|634|River Pine|Mount Olive|MS|58059
1108|254|14th |Riverside|TX|79231
1109|591|4th |Fairview|TX|75709
1110|461|Chestnut College|Pleasant Grove|AL|34136
1111|908|Wilson |Pine Grove|NC|24593
1112|947|Pine Hillcrest|Liberty|OH|43451
1113|313|Seventh |Mountain View|CA|94466
1114|133|5th |Franklin|AL|39101
1115|266|11th |Pleasant Grove|SC|24136
1116|620|Jefferson |Forest Hills|AL|39237
1117|588|North 10th|Bethel|NY|15281
1118|373|Washington |Florence|OR|93394
1119|285|Eigth |Shady Grove|UT|82812
1120|600|River |Kingston|FL|34975
1121|872|Ridge Washington|Waterloo|NC|21675
1122|933|Lee |Mount Vernon|KY|49127
1123|462|1st |Union|UT|88721
1124|547|Cherry South|Stringtown|OK|70162
1125|100|Mill |Arlington|MN|56557
1126|840|Miller |Oakland|CA|99843
1127|926|6th |Woodlawn|AR|74098
1128|129|Fifth College|Five Points|IN|46098
1129|78|Lincoln 3rd|Pleasant Hill|IA|53604
1130|973|Lakeview |Oakwood|VA|20169
1131|639|Pine Hill|Lenox|IN|41143
1132|853|Seventh Franklin|Union|GA|38721
1133|664|4th Main|Belmont|MN|50191
1134||Maple |Fairview||15709
1135|676|Lee Oak|Fairview|DE|15709
1136|16|Adams |Greenwood|MT|68828
1137|218|Birch Sunset|Edgewood|TN|30069
1138|134|Jackson Ash|Georgetown|FL|37057
1139|387|Lake Central|Centerville|NE|60059
1140|854|Cherry |Oak Grove|GA|38370
1141|624|Spruce Jefferson|Woodland|MO|64854
1142|665|Franklin Elm|Union Hill|NE|67746
1143||Church |||59003
1144|453|North |Clinton|WV|28222
1145|244|12th |Providence|CO|86614
1146|871|Ridge Central|Ashland|NE|64244
1147|415|Second South|Newport|TX|71521
1148|772|Hickory 1st|Union Hill|AL|37746
1149|193|Jackson |Springfield|ID|89303
1150|873|Lake Broadway|Cherry Valley|MO|60854
1151|576|East |Hillcrest|MN|53003
1152|975|6th |Clifton|TX|78014
1153|697|Sunset Hillcrest|Redland|AL|36343
1154|948|3rd 12th|Newtown|TX|71749
1155|561|Cherry |Newport|IL|61521
1156|744|Highland |Lakeside|MO|69532
1157|916|Cherry Elm|Providence|GA|36614
1158|636|South Hill|||57838
1159|81|Green 5th|Lincoln|KY|41289
1160|864|First Main|Marion|TN|30399
1161|364|Main Willow|Clearview|OK|75495
1162|128|Wilson |Clinton|PA|18222
1163|17|East |Fairview|ND|55709
1164|683|11th |Fowler|VA|21083
1165|679|Washington |Springdale|TN|38883
1166|404|Hickory Washington|Oakland|PA|19843
1167|719|Dogwood |Georgetown|SD|57057
1168|257|Meadow |Walnut Grove|CA|97752
1169|213|Central Ash|Deerfield|VA|29840
1170|138|Ash 6th|Five Forks|OH|42293
1171|395|Franklin Second|Farmington|NC|29145
1172|921|Birch |Summerfield|MA|01234
1173|257|Mill |Red Hill|NM|84338
1174|188|Ninth Fourth|Leon|PA|10913
1175|650|Green |Lebanon|IN|42898
1176||Third |||
1177|544|Meadow |Shiloh|WI|59275
1178|771|Chestnut |Riverside|CO|89231
1179|352|15th Third|Oakwood|WI|50169
1180|235|10th |Tabor|TN|38529
1181|257|Elm Laurel|Oak Ridge|MN|58371
1182|899|4th Green|Springdale|KS|68883
1183|473|2nd |Highland Park|ND|56534
1184|425|First |Wolf Creek|CO|82455
1185|969|Hill Hickory|Riverside|NE|69231
1186|679|River 9th|Maple Grove|GA|38252
1187|392|Park College|Liberty|OH|43451
1188|553|1st |Waterloo|VA|21675
1189|516|Second |Fairfield|SC|26192
1190|939|||NC|
1191|802|Smith |Oakland|PA|19843
1192|408|Hickory |Pine Grove|IA|54593
1193|577|Forest Birch|Liberty|MT|63451
1194|898|Pine |Centerville|TN|30059
1195|192|Sunset |Greenwood|MO|68828
1196|749|Locust Johnson|Newtown|NE|61749
1197|114|Maple |Crossroads|AL|30534
1198|525|Eigth |Pine Grove|IN|44593
1199|157|Mill Oak|Greenfield|NE|65038
1200|589|Second Birch|Shiloh|NE|69275
1201|247|North Lakeview|Liberty|KY|43451
1202|153|West Cherry|Oakwood|TN|30169
1203|323|7th |Mountain View|TX|74466
1204|499|10th View|Pleasant Hill|MN|53604
1205|12|2nd Valley|Bunker Hill|VA|20150
1206|155|Second |Oakwood|IL|60169
1207|737|Main Oak|Pleasant Hill|MN|53604
1208|378|Franklin 2nd|Fairfield|VA|26192
1209|||Arthur|IN|45965
1210|351|Center |Sunnyside|VA|21952
1211|712|15th |Salem|AL|38048
1212|142|Lakeview |Shady Grove|VA|22812
1213|584|Thirteenth Hill|Glendale|FL|33951
1214|801|Seventh |Montpelier|ME|09530
1215|615|Lee 10th|Waterloo|CO|81675
1216|511|Willow Eigth|Forest Hills|OK|79237
1217|237|First |Lakeview|GA|38579
1218|145|Franklin |Jamestown|TX|76867
1219|613|Lincoln |Bunker Hill|VA|20150
1220|313|Meadow |Mount Zion|MN|58054
1221|42|10th 14th|Watkins|NC|21732
1222|563|Broadway 14th|Mount Vernon|KS|69127
1223|229|East Main|Hillcrest|NY|13003
1224|199|||ID|80499
1225|21|Maple Lakeview|New Hope|GA|39431
1226|201|Maple |Mount Olive|AR|78059
1227|527|Cedar Railroad|Georgetown|IN|47057
1228|42|Davis |Edgewood|TN|30069
1229|967|Third Dogwood|Mount Olive|TN|38059
1230|701|Jackson Elm|Fairview|AR|75709
1231|568|Washington Franklin|Argyle|MN|58722
1232|403|9th |Salem|GA|38048
1233|515|13th Green|Riverdale|MN|59391
1234|418|14th Lincoln|Delmar|KS|63957
1235|338|Pine Tenth|Providence|MN|56614
1236|86|Lake |Woodland|TX|74854
1237|859|Cedar |Glenwood|AL|33511
1238|145|5th Forest|Whitesville|MI|45903
1239|269|Lincoln Hill|Highland Park|KS|66534
1240|671|5th Second|Mount Vernon|WI|59127
1241|168|Cedar |Glendale|GA|33951
1242|318|Madison Elm|Cedar Grove|WI|50411
1243|710|Central Wilson|Waterloo|KS|61675
1244|619|Hill |Oakwood|OR|90169
1245|989|North 2nd|Fairview|WI|55709
1246|453|Davis Pine|Wildwood|GA|36871
1247|964|7th Lincoln|Ferguson|KY|41821
1248|172|Lincoln Lakeview|Lakeside|GA|39532
1249|647|Central Second|Greenwood|IL|68828
1250|653|Willow 5th|Hamilton|TN|32808
1251|906|Poplar |Mountain View|TX|74466
1252|761|Railroad 5th|Crossroads|IA|50534
1253|919|Elm |Springfield|MS|59303
1254|455|View |Springfield|IL|69303
1255|73|Smith |Deerfield|VA|29840
1256|907|Smith Highland|Woodland|MO|64854
